Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
-0.29804896591262725,-1.1136023760141396,1.7504697474456492,0.4893077370453784,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,-0.938816969892268,-1.2218852322173168,-1.071450557801568,-0.7865311926342703,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.6996843845004896,-0.15304883036657305,-0.302161386472753,0.3004093290741071,-0.3154785758863753,0.7443648485035527,0.21792824803061842,-0.2823539908720646,-0.014945611896561989,1.1919708162406342,0.4795364286491217,-0.18975517321307508,0.3037542949397979,-0.5115111386906402,0.7872229605306993
-0.29804896591262725,-1.1136023760141396,-0.5459268061970615,-0.43510709354509,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,-1.0494959817330602,-0.22428094109532,-1.071450557801568,0.45233857551320344,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.6996843845004896,-0.15304883036657305,-0.302161386472753,-0.10444543695531619,-0.07516891595054187,0.41982287500914917,0.6328595022107888,-0.2823539908720646,-0.2680198726713611,0.19021714284343524,0.5920653620938816,-0.18975517321307508,1.4660639438376493,1.1595224203076757,-1.8013340567212406
-0.29804896591262725,-1.1136023760141396,-0.5459268061970615,1.1826188599882297,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,0.7213682077196127,0.13848425567631517,-1.5696916095143005,-0.16709630856053342,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.6996843845004896,-0.15304883036657305,-0.302161386472753,-0.10444543695531619,-0.5557882358222087,0.41982287500914917,0.9341786272701983,-0.2823539908720646,-0.2680198726713611,0.5241350339758348,0.8860184943577437,-0.18975517321307508,-1.4959509678697787,1.0142151543078224,0.1367650433750836
-0.29804896591262725,0.2081335218872728,-0.5459268061970615,1.1826188599882297,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,1.053405243241989,0.9547059484124943,-0.3240889802324696,0.039381986130712206,-1.0983437996567327,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,1.731724590255961,-0.6996843845004896,-0.15304883036657305,-0.302161386472753,-0.10444543695531619,-0.3154785758863753,0.41982287500914917,0.3809369550299712,-0.2823539908720646,-0.014945611896561989,0.5241350339758348,0.5920653620938816,-0.18975517321307508,1.7285209613307122,-0.6568184046904938,-0.4119205466065242
-0.29804896591262725,-1.1136023760141396,-0.5459268061970615,0.027100321750144214,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,0.057294136674860434,1.0453972476054032,0.672393123192995,0.45233857551320344,-1.0983437996567327,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.5678533118950894,-0.15304883036657305,-0.302161386472753,-0.10444543695531619,0.40545040392112497,0.0952809015147457,0.1882903013034635,-0.2823539908720646,0.4912029096530363,-0.477618639421364,0.5277631144111616,-0.18975517321307508,1.7285209613307122,-0.6568184046904938,-0.4119205466065242
-0.29804896591262725,0.2081335218872728,0.9850042295647458,0.4893077370453784,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,-1.0494959817330602,-1.2218852322173168,0.672393123192995,0.039381986130712206,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.5678533118950894,-0.15304883036657305,-0.302161386472753,0.3004093290741071,-0.07516891595054187,0.7443648485035527,0.5598760583951699,-0.2823539908720646,0.23812864887823715,1.1919708162406342,0.8064061877029476,-0.18975517321307508,0.8661621895677905,-1.0927402026900546,0.34473458151327363
-0.29804896591262725,-1.1136023760141396,-0.5459268061970615,-1.8217293394307925,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,-1.0494959817330602,-1.3125765314102256,-1.071450557801568,-0.37357460325177905,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.5678533118950894,-0.15304883036657305,-0.302161386472753,-2.533574033131856,-1.9976461954372091,-1.5274289659572717,-2.212383383596094,-0.2823539908720646,-2.039539698094955,-1.4793723128185627,-1.9800245452149121,-0.18975517321307508,-0.8210614943161874,-1.4560083676896882,-1.3853949804448606
-0.29804896591262725,-1.1136023760141396,0.21953871168384212,-1.5906256317831755,-2.8415416545176626,-0.3919163620083735,-0.1397045245755101,0.057294136674860434,-0.677737437059864,-1.5696916095143005,-1.405966076708007,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.17236009407888866,-0.15304883036657305,-0.302161386472753,-0.10444543695531619,-0.3154785758863753,0.0952809015147457,0.567656019411048,-0.2823539908720646,0.23812864887823715,0.19021714284343524,0.37343771997263386,-0.18975517321307508,-1.4959509678697787,1.0142151543078224,0.1367650433750836
-0.29804896591262725,-1.1136023760141396,-0.5459268061970615,-0.43510709354509,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,-1.2708540054146442,0.9547059484124943,0.672393123192995,0.45233857551320344,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,1.731724590255961,-0.5678533118950894,-0.15304883036657305,-0.302161386472753,-0.10444543695531619,-0.07516891595054187,0.41982287500914917,0.5538249776050423,-0.2823539908720646,-0.2680198726713611,0.5241350339758348,0.6563676097766011,-0.18975517321307508,-1.0085307925255182,0.14237155830870077,1.5483029724406714
-0.29804896591262725,-1.1136023760141396,-0.5459268061970615,0.4893077370453784,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,-1.2708540054146442,-1.4032678306031343,-0.5732095060888358,-0.5800528979430246,-1.0983437996567327,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,1.731724590255961,-0.30419116668428886,-0.15304883036657305,-0.302161386472753,0.3004093290741071,0.16514074398529155,0.41982287500914917,0.555800840720186,-0.2823539908720646,0.4912029096530363,0.8580529251082345,0.26733901129614634,-0.18975517321307508,0.3037542949397979,-0.5115111386906402,0.7872229605306993
-0.29804896591262725,-1.1136023760141396,-0.5459268061970615,0.4893077370453784,0.35192164028640477,-0.3919163620083735,-0.1397045245755101,0.057294136674860434,-0.22428094109532,-0.5732095060888358,-0.37357460325177905,0.9104617336689402,-0.1109043334006749,-0.35141437576181134,0.35948271706336926,-0.577459028777892,-0.5678533118950894,-0.15304883036657305,-0.302161386472753,0.3004093290741071,0.16514074398529155,-1.5274289659572717,-2.212383383596094,-0.2823539908720646,-0.014945611896561989,-1.4793723128185627,-1.9800245452149121,-0.18975517321307508,1.4660639438376493,1.1595224203076757,-1.8013340567212406
